 case_id,province,city_x,group,infection_case,confirmed,latitude_x,longitude_x,code,city_y,latitude_y,longitude_y,elementary_school_count,kindergarten_count,university_count,academy_ratio,elderly_population_ratio,elderly_alone_ratio,nursing_home_count
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000032,Seoul,Jung-gu,True,Seoul City Hall Station safety worker,3,37.565699,126.977079,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10000,Seoul,37.566953,126.977977,607,830,48,1.44,15.38,5.8,22739
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10010,Gangnam-gu,37.518421,127.047222,33,38,0,4.18,13.17,4.3,3088
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10020,Gangdong-gu,37.530492,127.123837,27,32,0,1.54,14.55,5.4,1023
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10030,Gangbuk-gu,37.639938,127.025508,14,21,0,0.67,19.49,8.5,628
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10040,Gangseo-gu,37.551166,126.849506,36,56,1,1.17,14.39,5.7,1080
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10050,Gwanak-gu,37.47829,126.951502,22,33,1,0.89,15.12,4.9,909
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10060,Gwangjin-gu,37.538712,127.082366,22,33,3,1.16,13.75,4.8,723
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000033,Seoul,from other city,True,Uiwang Logistics Center,2,-,-,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1000034,Seoul,-,True,Orange Life,1,-,-,10000,Seoul,37.566953,126.977977,607,830,48,1.44,15.38,5.8,22739
1000034,Seoul,-,True,Orange Life,1,-,-,10010,Gangnam-gu,37.518421,127.047222,33,38,0,4.18,13.17,4.3,3088
1000034,Seoul,-,True,Orange Life,1,-,-,10020,Gangdong-gu,37.530492,127.123837,27,32,0,1.54,14.55,5.4,1023
1000034,Seoul,-,True,Orange Life,1,-,-,10030,Gangbuk-gu,37.639938,127.025508,14,21,0,0.67,19.49,8.5,628
1000034,Seoul,-,True,Orange Life,1,-,-,10040,Gangseo-gu,37.551166,126.849506,36,56,1,1.17,14.39,5.7,1080
1000034,Seoul,-,True,Orange Life,1,-,-,10050,Gwanak-gu,37.47829,126.951502,22,33,1,0.89,15.12,4.9,909
1000034,Seoul,-,True,Orange Life,1,-,-,10060,Gwangjin-gu,37.538712,127.082366,22,33,3,1.16,13.75,4.8,723
1000034,Seoul,-,True,Orange Life,1,-,-,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000034,Seoul,-,True,Orange Life,1,-,-,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000034,Seoul,-,True,Orange Life,1,-,-,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000034,Seoul,-,True,Orange Life,1,-,-,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000034,Seoul,-,True,Orange Life,1,-,-,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000034,Seoul,-,True,Orange Life,1,-,-,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000034,Seoul,-,True,Orange Life,1,-,-,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000034,Seoul,-,True,Orange Life,1,-,-,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000034,Seoul,-,True,Orange Life,1,-,-,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000034,Seoul,-,True,Orange Life,1,-,-,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000034,Seoul,-,True,Orange Life,1,-,-,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000034,Seoul,-,True,Orange Life,1,-,-,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000034,Seoul,-,True,Orange Life,1,-,-,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000034,Seoul,-,True,Orange Life,1,-,-,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000034,Seoul,-,True,Orange Life,1,-,-,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000034,Seoul,-,True,Orange Life,1,-,-,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000034,Seoul,-,True,Orange Life,1,-,-,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000034,Seoul,-,True,Orange Life,1,-,-,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000034,Seoul,-,True,Orange Life,1,-,-,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10000,Seoul,37.566953,126.977977,607,830,48,1.44,15.38,5.8,22739
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10010,Gangnam-gu,37.518421,127.047222,33,38,0,4.18,13.17,4.3,3088
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10020,Gangdong-gu,37.530492,127.123837,27,32,0,1.54,14.55,5.4,1023
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10030,Gangbuk-gu,37.639938,127.025508,14,21,0,0.67,19.49,8.5,628
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10040,Gangseo-gu,37.551166,126.849506,36,56,1,1.17,14.39,5.7,1080
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10050,Gwanak-gu,37.47829,126.951502,22,33,1,0.89,15.12,4.9,909
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10060,Gwangjin-gu,37.538712,127.082366,22,33,3,1.16,13.75,4.8,723
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000035,Seoul,Guro-gu,True,Daezayeon Korea,3,37.486837,126.893163,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1000036,Seoul,-,False,overseas inflow,298,-,-,10000,Seoul,37.566953,126.977977,607,830,48,1.44,15.38,5.8,22739
1000036,Seoul,-,False,overseas inflow,298,-,-,10010,Gangnam-gu,37.518421,127.047222,33,38,0,4.18,13.17,4.3,3088
1000036,Seoul,-,False,overseas inflow,298,-,-,10020,Gangdong-gu,37.530492,127.123837,27,32,0,1.54,14.55,5.4,1023
1000036,Seoul,-,False,overseas inflow,298,-,-,10030,Gangbuk-gu,37.639938,127.025508,14,21,0,0.67,19.49,8.5,628
1000036,Seoul,-,False,overseas inflow,298,-,-,10040,Gangseo-gu,37.551166,126.849506,36,56,1,1.17,14.39,5.7,1080
1000036,Seoul,-,False,overseas inflow,298,-,-,10050,Gwanak-gu,37.47829,126.951502,22,33,1,0.89,15.12,4.9,909
1000036,Seoul,-,False,overseas inflow,298,-,-,10060,Gwangjin-gu,37.538712,127.082366,22,33,3,1.16,13.75,4.8,723
1000036,Seoul,-,False,overseas inflow,298,-,-,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000036,Seoul,-,False,overseas inflow,298,-,-,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000036,Seoul,-,False,overseas inflow,298,-,-,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000036,Seoul,-,False,overseas inflow,298,-,-,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000036,Seoul,-,False,overseas inflow,298,-,-,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000036,Seoul,-,False,overseas inflow,298,-,-,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000036,Seoul,-,False,overseas inflow,298,-,-,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000036,Seoul,-,False,overseas inflow,298,-,-,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000036,Seoul,-,False,overseas inflow,298,-,-,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000036,Seoul,-,False,overseas inflow,298,-,-,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000036,Seoul,-,False,overseas inflow,298,-,-,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000036,Seoul,-,False,overseas inflow,298,-,-,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000036,Seoul,-,False,overseas inflow,298,-,-,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000036,Seoul,-,False,overseas inflow,298,-,-,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000036,Seoul,-,False,overseas inflow,298,-,-,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000036,Seoul,-,False,overseas inflow,298,-,-,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000036,Seoul,-,False,overseas inflow,298,-,-,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000036,Seoul,-,False,overseas inflow,298,-,-,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000036,Seoul,-,False,overseas inflow,298,-,-,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1000037,Seoul,-,False,contact with patient,162,-,-,10000,Seoul,37.566953,126.977977,607,830,48,1.44,15.38,5.8,22739
1000037,Seoul,-,False,contact with patient,162,-,-,10010,Gangnam-gu,37.518421,127.047222,33,38,0,4.18,13.17,4.3,3088
1000037,Seoul,-,False,contact with patient,162,-,-,10020,Gangdong-gu,37.530492,127.123837,27,32,0,1.54,14.55,5.4,1023
1000037,Seoul,-,False,contact with patient,162,-,-,10030,Gangbuk-gu,37.639938,127.025508,14,21,0,0.67,19.49,8.5,628
1000037,Seoul,-,False,contact with patient,162,-,-,10040,Gangseo-gu,37.551166,126.849506,36,56,1,1.17,14.39,5.7,1080
1000037,Seoul,-,False,contact with patient,162,-,-,10050,Gwanak-gu,37.47829,126.951502,22,33,1,0.89,15.12,4.9,909
1000037,Seoul,-,False,contact with patient,162,-,-,10060,Gwangjin-gu,37.538712,127.082366,22,33,3,1.16,13.75,4.8,723
1000037,Seoul,-,False,contact with patient,162,-,-,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000037,Seoul,-,False,contact with patient,162,-,-,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000037,Seoul,-,False,contact with patient,162,-,-,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000037,Seoul,-,False,contact with patient,162,-,-,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000037,Seoul,-,False,contact with patient,162,-,-,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000037,Seoul,-,False,contact with patient,162,-,-,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000037,Seoul,-,False,contact with patient,162,-,-,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000037,Seoul,-,False,contact with patient,162,-,-,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000037,Seoul,-,False,contact with patient,162,-,-,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000037,Seoul,-,False,contact with patient,162,-,-,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000037,Seoul,-,False,contact with patient,162,-,-,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000037,Seoul,-,False,contact with patient,162,-,-,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000037,Seoul,-,False,contact with patient,162,-,-,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000037,Seoul,-,False,contact with patient,162,-,-,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000037,Seoul,-,False,contact with patient,162,-,-,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000037,Seoul,-,False,contact with patient,162,-,-,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000037,Seoul,-,False,contact with patient,162,-,-,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000037,Seoul,-,False,contact with patient,162,-,-,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000037,Seoul,-,False,contact with patient,162,-,-,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1000038,Seoul,-,False,etc,100,-,-,10000,Seoul,37.566953,126.977977,607,830,48,1.44,15.38,5.8,22739
1000038,Seoul,-,False,etc,100,-,-,10010,Gangnam-gu,37.518421,127.047222,33,38,0,4.18,13.17,4.3,3088
1000038,Seoul,-,False,etc,100,-,-,10020,Gangdong-gu,37.530492,127.123837,27,32,0,1.54,14.55,5.4,1023
1000038,Seoul,-,False,etc,100,-,-,10030,Gangbuk-gu,37.639938,127.025508,14,21,0,0.67,19.49,8.5,628
1000038,Seoul,-,False,etc,100,-,-,10040,Gangseo-gu,37.551166,126.849506,36,56,1,1.17,14.39,5.7,1080
1000038,Seoul,-,False,etc,100,-,-,10050,Gwanak-gu,37.47829,126.951502,22,33,1,0.89,15.12,4.9,909
1000038,Seoul,-,False,etc,100,-,-,10060,Gwangjin-gu,37.538712,127.082366,22,33,3,1.16,13.75,4.8,723
1000038,Seoul,-,False,etc,100,-,-,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000038,Seoul,-,False,etc,100,-,-,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000038,Seoul,-,False,etc,100,-,-,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000038,Seoul,-,False,etc,100,-,-,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000038,Seoul,-,False,etc,100,-,-,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000038,Seoul,-,False,etc,100,-,-,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000038,Seoul,-,False,etc,100,-,-,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000038,Seoul,-,False,etc,100,-,-,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000038,Seoul,-,False,etc,100,-,-,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000038,Seoul,-,False,etc,100,-,-,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000038,Seoul,-,False,etc,100,-,-,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000038,Seoul,-,False,etc,100,-,-,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000038,Seoul,-,False,etc,100,-,-,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000038,Seoul,-,False,etc,100,-,-,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000038,Seoul,-,False,etc,100,-,-,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000038,Seoul,-,False,etc,100,-,-,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000038,Seoul,-,False,etc,100,-,-,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000038,Seoul,-,False,etc,100,-,-,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000038,Seoul,-,False,etc,100,-,-,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11000,Busan,35.179884,129.074796,304,408,22,1.4,18.41,8.6,6752
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11010,Gangseo-gu,35.212424,128.98068,17,21,0,1.43,11.84,5.0,147
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11020,Geumjeong-gu,35.243053,129.092163,22,28,4,1.64,19.8,8.4,466
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11030,Gijang-gun,35.244881,129.222253,21,35,0,1.31,15.45,7.4,229
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11040,Nam-gu,35.136789,129.08414,21,27,4,1.24,19.13,7.9,475
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11050,Dong-gu,35.129432,129.04554,7,9,0,0.83,25.42,13.8,239
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11060,Dongnae-gu,35.20506,129.083673,22,31,0,1.98,17.53,7.7,608
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11070,Busanjin-gu,35.163332,129.053058,32,43,3,1.62,19.01,8.7,986
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11080,Buk-gu,35.197483,128.990224,27,37,1,1.35,16.04,8.4,465
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11090,Sasang-gu,35.152777,128.991142,21,31,3,0.78,17.0,8.1,317
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11100,Saha-gu,35.104642,128.974792,26,42,2,1.34,17.76,8.1,541
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11110,Seo-gu,35.098135,129.024193,11,9,0,1.02,24.36,12.3,235
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11120,Suyeong-gu,35.145805,129.113194,10,22,0,1.56,20.4,8.2,395
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11130,Yeonje-gu,35.176406,129.079566,16,18,2,1.39,18.27,7.8,450
1100001,Busan,Dongnae-gu,True,Onchun Church,39,35.21628,129.0771,11140,Yeongdo-gu,35.091362,129.067884,14,12,2,0.69,26.13,13.3,203
