 case_id,province,city_x,group,infection_case,confirmed,latitude_x,longitude_x,code,city_y,latitude_y,longitude_y,elementary_school_count,kindergarten_count,university_count,academy_ratio,elderly_population_ratio,elderly_alone_ratio,nursing_home_count
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60110,Andong-si,36.568441,128.729551,30,42,3,1.57,23.95,12.4,290
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60120,Yeongdeok-gun,36.415059,129.366107,9,11,0,0.75,36.45,22.3,81
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60130,Yeongyang-gun,36.666664,129.112401,6,8,0,0.35,36.36,21.1,24
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60140,Yeongju-si,36.805702,128.623958,19,26,2,1.61,26.22,13.2,191
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60150,Yeongcheon-si,35.973268,128.938603,18,23,1,0.83,27.32,15.3,192
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60160,Yecheon-gun,36.646707,128.437435,12,15,1,1.09,29.79,18.4,97
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60170,Ulleung-gun,37.484438,130.905883,4,6,0,0.21,24.81,10.7,11
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60180,Uljin-gun,36.993078,129.400585,13,16,0,1.01,27.3,17.6,83
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60190,Uiseong-gun,36.352718,128.697088,16,16,0,0.32,40.26,23.7,108
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60200,Cheongdo-gun,35.647361,128.734382,11,14,0,0.63,36.55,21.0,85
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60210,Cheongsong-gun,36.436301,129.05708,8,8,0,0.51,36.08,19.4,55
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60220,Chilgok-gun,35.995529,128.401735,21,32,2,1.48,15.17,6.7,151
6000002,Gyeongsangbuk-do,Cheongdo-gun,True,Cheongdo Daenam Hospital,119,35.64887,128.7368,60230,Pohang-si,36.019052,129.343645,66,117,4,1.51,16.44,8.0,877
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60000,Gyeongsangbuk-do,36.576032,128.505599,471,707,33,1.33,20.85,11.1,4474
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60010,Gyeongsan-si,35.825056,128.741544,31,61,10,1.34,16.18,7.0,427
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60020,Gyeongju-si,35.856185,129.224796,43,61,4,1.34,21.66,11.0,407
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60030,Goryeong-gun,35.72615,128.26295,9,9,0,0.62,30.17,15.9,62
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60040,Gumi-si,36.119641,128.344295,50,104,3,1.96,9.08,4.3,616
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60050,Gunwi-gun,36.242926,128.572939,7,8,0,0.25,38.87,21.6,41
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60060,Gimcheon-si,36.139875,128.11365,27,37,2,0.89,22.35,12.2,212
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60070,Mungyeong-si,36.586831,128.18709,17,26,1,1.18,29.25,17.1,147
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60080,Bonghwa-gun,36.893099,128.732568,14,17,0,0.37,35.26,20.0,47
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60090,Sangju-si,36.410977,128.159024,28,35,0,1.03,30.09,17.3,186
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60100,Seongju-gun,35.919325,128.283237,12,15,0,0.59,30.89,15.9,84
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60110,Andong-si,36.568441,128.729551,30,42,3,1.57,23.95,12.4,290
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60120,Yeongdeok-gun,36.415059,129.366107,9,11,0,0.75,36.45,22.3,81
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60130,Yeongyang-gun,36.666664,129.112401,6,8,0,0.35,36.36,21.1,24
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60140,Yeongju-si,36.805702,128.623958,19,26,2,1.61,26.22,13.2,191
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60150,Yeongcheon-si,35.973268,128.938603,18,23,1,0.83,27.32,15.3,192
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60160,Yecheon-gun,36.646707,128.437435,12,15,1,1.09,29.79,18.4,97
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60170,Ulleung-gun,37.484438,130.905883,4,6,0,0.21,24.81,10.7,11
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60180,Uljin-gun,36.993078,129.400585,13,16,0,1.01,27.3,17.6,83
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60190,Uiseong-gun,36.352718,128.697088,16,16,0,0.32,40.26,23.7,108
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60200,Cheongdo-gun,35.647361,128.734382,11,14,0,0.63,36.55,21.0,85
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60210,Cheongsong-gun,36.436301,129.05708,8,8,0,0.51,36.08,19.4,55
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60220,Chilgok-gun,35.995529,128.401735,21,32,2,1.48,15.17,6.7,151
6000003,Gyeongsangbuk-do,Bonghwa-gun,True,Bonghwa Pureun Nursing Home,68,36.92757,128.9099,60230,Pohang-si,36.019052,129.343645,66,117,4,1.51,16.44,8.0,877
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60000,Gyeongsangbuk-do,36.576032,128.505599,471,707,33,1.33,20.85,11.1,4474
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60010,Gyeongsan-si,35.825056,128.741544,31,61,10,1.34,16.18,7.0,427
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60020,Gyeongju-si,35.856185,129.224796,43,61,4,1.34,21.66,11.0,407
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60030,Goryeong-gun,35.72615,128.26295,9,9,0,0.62,30.17,15.9,62
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60040,Gumi-si,36.119641,128.344295,50,104,3,1.96,9.08,4.3,616
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60050,Gunwi-gun,36.242926,128.572939,7,8,0,0.25,38.87,21.6,41
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60060,Gimcheon-si,36.139875,128.11365,27,37,2,0.89,22.35,12.2,212
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60070,Mungyeong-si,36.586831,128.18709,17,26,1,1.18,29.25,17.1,147
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60080,Bonghwa-gun,36.893099,128.732568,14,17,0,0.37,35.26,20.0,47
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60090,Sangju-si,36.410977,128.159024,28,35,0,1.03,30.09,17.3,186
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60100,Seongju-gun,35.919325,128.283237,12,15,0,0.59,30.89,15.9,84
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60110,Andong-si,36.568441,128.729551,30,42,3,1.57,23.95,12.4,290
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60120,Yeongdeok-gun,36.415059,129.366107,9,11,0,0.75,36.45,22.3,81
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60130,Yeongyang-gun,36.666664,129.112401,6,8,0,0.35,36.36,21.1,24
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60140,Yeongju-si,36.805702,128.623958,19,26,2,1.61,26.22,13.2,191
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60150,Yeongcheon-si,35.973268,128.938603,18,23,1,0.83,27.32,15.3,192
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60160,Yecheon-gun,36.646707,128.437435,12,15,1,1.09,29.79,18.4,97
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60170,Ulleung-gun,37.484438,130.905883,4,6,0,0.21,24.81,10.7,11
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60180,Uljin-gun,36.993078,129.400585,13,16,0,1.01,27.3,17.6,83
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60190,Uiseong-gun,36.352718,128.697088,16,16,0,0.32,40.26,23.7,108
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60200,Cheongdo-gun,35.647361,128.734382,11,14,0,0.63,36.55,21.0,85
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60210,Cheongsong-gun,36.436301,129.05708,8,8,0,0.51,36.08,19.4,55
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60220,Chilgok-gun,35.995529,128.401735,21,32,2,1.48,15.17,6.7,151
6000004,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Seorin Nursing Home,66,35.782149,128.801498,60230,Pohang-si,36.019052,129.343645,66,117,4,1.51,16.44,8.0,877
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60000,Gyeongsangbuk-do,36.576032,128.505599,471,707,33,1.33,20.85,11.1,4474
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60010,Gyeongsan-si,35.825056,128.741544,31,61,10,1.34,16.18,7.0,427
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60020,Gyeongju-si,35.856185,129.224796,43,61,4,1.34,21.66,11.0,407
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60030,Goryeong-gun,35.72615,128.26295,9,9,0,0.62,30.17,15.9,62
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60040,Gumi-si,36.119641,128.344295,50,104,3,1.96,9.08,4.3,616
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60050,Gunwi-gun,36.242926,128.572939,7,8,0,0.25,38.87,21.6,41
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60060,Gimcheon-si,36.139875,128.11365,27,37,2,0.89,22.35,12.2,212
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60070,Mungyeong-si,36.586831,128.18709,17,26,1,1.18,29.25,17.1,147
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60080,Bonghwa-gun,36.893099,128.732568,14,17,0,0.37,35.26,20.0,47
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60090,Sangju-si,36.410977,128.159024,28,35,0,1.03,30.09,17.3,186
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60100,Seongju-gun,35.919325,128.283237,12,15,0,0.59,30.89,15.9,84
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60110,Andong-si,36.568441,128.729551,30,42,3,1.57,23.95,12.4,290
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60120,Yeongdeok-gun,36.415059,129.366107,9,11,0,0.75,36.45,22.3,81
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60130,Yeongyang-gun,36.666664,129.112401,6,8,0,0.35,36.36,21.1,24
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60140,Yeongju-si,36.805702,128.623958,19,26,2,1.61,26.22,13.2,191
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60150,Yeongcheon-si,35.973268,128.938603,18,23,1,0.83,27.32,15.3,192
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60160,Yecheon-gun,36.646707,128.437435,12,15,1,1.09,29.79,18.4,97
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60170,Ulleung-gun,37.484438,130.905883,4,6,0,0.21,24.81,10.7,11
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60180,Uljin-gun,36.993078,129.400585,13,16,0,1.01,27.3,17.6,83
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60190,Uiseong-gun,36.352718,128.697088,16,16,0,0.32,40.26,23.7,108
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60200,Cheongdo-gun,35.647361,128.734382,11,14,0,0.63,36.55,21.0,85
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60210,Cheongsong-gun,36.436301,129.05708,8,8,0,0.51,36.08,19.4,55
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60220,Chilgok-gun,35.995529,128.401735,21,32,2,1.48,15.17,6.7,151
6000005,Gyeongsangbuk-do,from other city,True,Pilgrimage to Israel,41,-,-,60230,Pohang-si,36.019052,129.343645,66,117,4,1.51,16.44,8.0,877
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60000,Gyeongsangbuk-do,36.576032,128.505599,471,707,33,1.33,20.85,11.1,4474
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60010,Gyeongsan-si,35.825056,128.741544,31,61,10,1.34,16.18,7.0,427
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60020,Gyeongju-si,35.856185,129.224796,43,61,4,1.34,21.66,11.0,407
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60030,Goryeong-gun,35.72615,128.26295,9,9,0,0.62,30.17,15.9,62
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60040,Gumi-si,36.119641,128.344295,50,104,3,1.96,9.08,4.3,616
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60050,Gunwi-gun,36.242926,128.572939,7,8,0,0.25,38.87,21.6,41
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60060,Gimcheon-si,36.139875,128.11365,27,37,2,0.89,22.35,12.2,212
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60070,Mungyeong-si,36.586831,128.18709,17,26,1,1.18,29.25,17.1,147
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60080,Bonghwa-gun,36.893099,128.732568,14,17,0,0.37,35.26,20.0,47
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60090,Sangju-si,36.410977,128.159024,28,35,0,1.03,30.09,17.3,186
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60100,Seongju-gun,35.919325,128.283237,12,15,0,0.59,30.89,15.9,84
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60110,Andong-si,36.568441,128.729551,30,42,3,1.57,23.95,12.4,290
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60120,Yeongdeok-gun,36.415059,129.366107,9,11,0,0.75,36.45,22.3,81
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60130,Yeongyang-gun,36.666664,129.112401,6,8,0,0.35,36.36,21.1,24
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60140,Yeongju-si,36.805702,128.623958,19,26,2,1.61,26.22,13.2,191
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60150,Yeongcheon-si,35.973268,128.938603,18,23,1,0.83,27.32,15.3,192
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60160,Yecheon-gun,36.646707,128.437435,12,15,1,1.09,29.79,18.4,97
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60170,Ulleung-gun,37.484438,130.905883,4,6,0,0.21,24.81,10.7,11
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60180,Uljin-gun,36.993078,129.400585,13,16,0,1.01,27.3,17.6,83
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60190,Uiseong-gun,36.352718,128.697088,16,16,0,0.32,40.26,23.7,108
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60200,Cheongdo-gun,35.647361,128.734382,11,14,0,0.63,36.55,21.0,85
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60210,Cheongsong-gun,36.436301,129.05708,8,8,0,0.51,36.08,19.4,55
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60220,Chilgok-gun,35.995529,128.401735,21,32,2,1.48,15.17,6.7,151
6000006,Gyeongsangbuk-do,Yechun-gun,True,Yechun-gun,40,36.646845,128.437416,60230,Pohang-si,36.019052,129.343645,66,117,4,1.51,16.44,8.0,877
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60000,Gyeongsangbuk-do,36.576032,128.505599,471,707,33,1.33,20.85,11.1,4474
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60010,Gyeongsan-si,35.825056,128.741544,31,61,10,1.34,16.18,7.0,427
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60020,Gyeongju-si,35.856185,129.224796,43,61,4,1.34,21.66,11.0,407
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60030,Goryeong-gun,35.72615,128.26295,9,9,0,0.62,30.17,15.9,62
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60040,Gumi-si,36.119641,128.344295,50,104,3,1.96,9.08,4.3,616
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60050,Gunwi-gun,36.242926,128.572939,7,8,0,0.25,38.87,21.6,41
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60060,Gimcheon-si,36.139875,128.11365,27,37,2,0.89,22.35,12.2,212
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60070,Mungyeong-si,36.586831,128.18709,17,26,1,1.18,29.25,17.1,147
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60080,Bonghwa-gun,36.893099,128.732568,14,17,0,0.37,35.26,20.0,47
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60090,Sangju-si,36.410977,128.159024,28,35,0,1.03,30.09,17.3,186
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60100,Seongju-gun,35.919325,128.283237,12,15,0,0.59,30.89,15.9,84
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60110,Andong-si,36.568441,128.729551,30,42,3,1.57,23.95,12.4,290
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60120,Yeongdeok-gun,36.415059,129.366107,9,11,0,0.75,36.45,22.3,81
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60130,Yeongyang-gun,36.666664,129.112401,6,8,0,0.35,36.36,21.1,24
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60140,Yeongju-si,36.805702,128.623958,19,26,2,1.61,26.22,13.2,191
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60150,Yeongcheon-si,35.973268,128.938603,18,23,1,0.83,27.32,15.3,192
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60160,Yecheon-gun,36.646707,128.437435,12,15,1,1.09,29.79,18.4,97
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60170,Ulleung-gun,37.484438,130.905883,4,6,0,0.21,24.81,10.7,11
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60180,Uljin-gun,36.993078,129.400585,13,16,0,1.01,27.3,17.6,83
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60190,Uiseong-gun,36.352718,128.697088,16,16,0,0.32,40.26,23.7,108
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60200,Cheongdo-gun,35.647361,128.734382,11,14,0,0.63,36.55,21.0,85
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60210,Cheongsong-gun,36.436301,129.05708,8,8,0,0.51,36.08,19.4,55
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60220,Chilgok-gun,35.995529,128.401735,21,32,2,1.48,15.17,6.7,151
6000007,Gyeongsangbuk-do,Chilgok-gun,True,Milal Shelter,36,36.0581,128.4941,60230,Pohang-si,36.019052,129.343645,66,117,4,1.51,16.44,8.0,877
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60000,Gyeongsangbuk-do,36.576032,128.505599,471,707,33,1.33,20.85,11.1,4474
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60010,Gyeongsan-si,35.825056,128.741544,31,61,10,1.34,16.18,7.0,427
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60020,Gyeongju-si,35.856185,129.224796,43,61,4,1.34,21.66,11.0,407
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60030,Goryeong-gun,35.72615,128.26295,9,9,0,0.62,30.17,15.9,62
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60040,Gumi-si,36.119641,128.344295,50,104,3,1.96,9.08,4.3,616
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60050,Gunwi-gun,36.242926,128.572939,7,8,0,0.25,38.87,21.6,41
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60060,Gimcheon-si,36.139875,128.11365,27,37,2,0.89,22.35,12.2,212
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60070,Mungyeong-si,36.586831,128.18709,17,26,1,1.18,29.25,17.1,147
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60080,Bonghwa-gun,36.893099,128.732568,14,17,0,0.37,35.26,20.0,47
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60090,Sangju-si,36.410977,128.159024,28,35,0,1.03,30.09,17.3,186
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60100,Seongju-gun,35.919325,128.283237,12,15,0,0.59,30.89,15.9,84
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60110,Andong-si,36.568441,128.729551,30,42,3,1.57,23.95,12.4,290
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60120,Yeongdeok-gun,36.415059,129.366107,9,11,0,0.75,36.45,22.3,81
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60130,Yeongyang-gun,36.666664,129.112401,6,8,0,0.35,36.36,21.1,24
6000008,Gyeongsangbuk-do,Gyeongsan-si,True,Gyeongsan Jeil Silver Town,17,35.84819,128.7621,60140,Yeongju-si,36.805702,128.623958,19,26,2,1.61,26.22,13.2,191
