code,province,city,latitude,longitude,confirmed,elementary_school_count,elderly_population_ratio,elderly_alone_ratio,nursing_home_count,academy_ratio
20210,Gyeonggi-do,Yeoncheon-gun,38.096409,127.075067,15,13,25.41,12.7,69,0.82
20220,Gyeonggi-do,Osan-si,37.149854,127.077461,15,23,9.09,3.6,314,1.25
20230,Gyeonggi-do,Yongin-si,37.240985,127.17805,15,103,12.77,4.1,1429,1.82
20240,Gyeonggi-do,Uiwang-si,37.344649,126.968299,15,14,12.99,5.0,189,1.09
20250,Gyeonggi-do,Uijeongbu-si,37.738058,127.033716,15,33,14.61,6.4,729,1.59
20260,Gyeonggi-do,Icheon-si,37.272169,127.434991,15,31,13.71,5.8,333,1.76
20270,Gyeonggi-do,Paju-si,37.759818,126.7799,15,57,13.52,5.3,573,1.34
20280,Gyeonggi-do,Pyeongtaek-si,36.992293,127.112709,15,58,12.13,5.6,765,1.39
20290,Gyeonggi-do,Pocheon-si,37.894881,127.200346,15,31,18.92,8.2,209,0.89
20300,Gyeonggi-do,Hanam-si,37.53926,127.214944,15,20,12.43,4.8,381,1.16
20310,Gyeonggi-do,Hwaseong-si,37.199536,126.83133,15,92,8.58,3.3,1001,1.72
20000,Gyeonggi-do,Gyeonggi-do,37.275119,127.009466,17,1277,12.63,5.2,20491,1.6
20010,Gyeonggi-do,Gapyeong-gun,37.831297,127.509555,17,13,25.09,12.0,114,0.88
20020,Gyeonggi-do,Goyang-si,37.658363,126.831961,17,84,12.82,5.2,1608,1.88
20030,Gyeonggi-do,Gwacheon-si,37.42915,126.987616,17,4,13.98,5.7,92,1.36
20040,Gyeonggi-do,Gwangmyeong-si,37.478541,126.864648,17,25,13.25,5.8,530,1.73
20050,Gyeonggi-do,Gwangju-si,37.429322,127.255153,17,27,12.65,4.0,406,1.09
20060,Gyeonggi-do,Guri-si,37.594267,127.129549,17,16,12.88,5.1,418,1.94
20070,Gyeonggi-do,Gunpo-si,37.361653,126.935206,17,26,12.42,5.4,429,1.58
20080,Gyeonggi-do,Gimpo-si,37.615238,126.715601,17,43,12.1,4.4,604,1.74
20090,Gyeonggi-do,Namyangju-si,37.635791,127.216552,17,64,13.44,5.0,912,1.38
20100,Gyeonggi-do,Dongducheon-si,37.903568,127.060347,17,11,19.56,9.7,140,1.03
20110,Gyeonggi-do,Bucheon-si,37.503393,126.766049,17,64,12.77,5.4,1432,1.51
20120,Gyeonggi-do,Seongnam-si,37.42,127.126703,17,72,13.52,5.6,2095,2.08
20130,Gyeonggi-do,Suwon-si,37.263376,127.028613,17,99,10.5,4.5,2082,1.72
20140,Gyeonggi-do,Siheung-si,37.38011,126.803009,17,46,8.86,3.8,622,1.55
20150,Gyeonggi-do,Ansan-si,37.321863,126.83092,17,54,10.35,4.6,1024,1.49
20160,Gyeonggi-do,Anseong-si,37.008008,127.279763,17,35,16.95,7.2,271,1.27
20170,Gyeonggi-do,Anyang-si,37.394258,126.956752,17,41,12.88,5.1,1099,1.86
20180,Gyeonggi-do,Yangju-si,37.785253,127.045823,17,33,15.23,6.3,252,1.16
20190,Gyeonggi-do,Yangpyeong-gun,37.491744,127.48757,17,22,24.66,11.1,178,0.78
20200,Gyeonggi-do,Yeoju-si,37.298209,127.637351,17,23,21.05,8.8,191,1.0
20210,Gyeonggi-do,Yeoncheon-gun,38.096409,127.075067,17,13,25.41,12.7,69,0.82
20220,Gyeonggi-do,Osan-si,37.149854,127.077461,17,23,9.09,3.6,314,1.25
20230,Gyeonggi-do,Yongin-si,37.240985,127.17805,17,103,12.77,4.1,1429,1.82
20240,Gyeonggi-do,Uiwang-si,37.344649,126.968299,17,14,12.99,5.0,189,1.09
20250,Gyeonggi-do,Uijeongbu-si,37.738058,127.033716,17,33,14.61,6.4,729,1.59
20260,Gyeonggi-do,Icheon-si,37.272169,127.434991,17,31,13.71,5.8,333,1.76
20270,Gyeonggi-do,Paju-si,37.759818,126.7799,17,57,13.52,5.3,573,1.34
20280,Gyeonggi-do,Pyeongtaek-si,36.992293,127.112709,17,58,12.13,5.6,765,1.39
20290,Gyeonggi-do,Pocheon-si,37.894881,127.200346,17,31,18.92,8.2,209,0.89
20300,Gyeonggi-do,Hanam-si,37.53926,127.214944,17,20,12.43,4.8,381,1.16
20310,Gyeonggi-do,Hwaseong-si,37.199536,126.83133,17,92,8.58,3.3,1001,1.72
20000,Gyeonggi-do,Gyeonggi-do,37.275119,127.009466,10,1277,12.63,5.2,20491,1.6
20010,Gyeonggi-do,Gapyeong-gun,37.831297,127.509555,10,13,25.09,12.0,114,0.88
20020,Gyeonggi-do,Goyang-si,37.658363,126.831961,10,84,12.82,5.2,1608,1.88
20030,Gyeonggi-do,Gwacheon-si,37.42915,126.987616,10,4,13.98,5.7,92,1.36
20040,Gyeonggi-do,Gwangmyeong-si,37.478541,126.864648,10,25,13.25,5.8,530,1.73
20050,Gyeonggi-do,Gwangju-si,37.429322,127.255153,10,27,12.65,4.0,406,1.09
20060,Gyeonggi-do,Guri-si,37.594267,127.129549,10,16,12.88,5.1,418,1.94
20070,Gyeonggi-do,Gunpo-si,37.361653,126.935206,10,26,12.42,5.4,429,1.58
20080,Gyeonggi-do,Gimpo-si,37.615238,126.715601,10,43,12.1,4.4,604,1.74
20090,Gyeonggi-do,Namyangju-si,37.635791,127.216552,10,64,13.44,5.0,912,1.38
20100,Gyeonggi-do,Dongducheon-si,37.903568,127.060347,10,11,19.56,9.7,140,1.03
20110,Gyeonggi-do,Bucheon-si,37.503393,126.766049,10,64,12.77,5.4,1432,1.51
20120,Gyeonggi-do,Seongnam-si,37.42,127.126703,10,72,13.52,5.6,2095,2.08
20130,Gyeonggi-do,Suwon-si,37.263376,127.028613,10,99,10.5,4.5,2082,1.72
20140,Gyeonggi-do,Siheung-si,37.38011,126.803009,10,46,8.86,3.8,622,1.55
20150,Gyeonggi-do,Ansan-si,37.321863,126.83092,10,54,10.35,4.6,1024,1.49
20160,Gyeonggi-do,Anseong-si,37.008008,127.279763,10,35,16.95,7.2,271,1.27
20170,Gyeonggi-do,Anyang-si,37.394258,126.956752,10,41,12.88,5.1,1099,1.86
20180,Gyeonggi-do,Yangju-si,37.785253,127.045823,10,33,15.23,6.3,252,1.16
20190,Gyeonggi-do,Yangpyeong-gun,37.491744,127.48757,10,22,24.66,11.1,178,0.78
20200,Gyeonggi-do,Yeoju-si,37.298209,127.637351,10,23,21.05,8.8,191,1.0
20210,Gyeonggi-do,Yeoncheon-gun,38.096409,127.075067,10,13,25.41,12.7,69,0.82
20220,Gyeonggi-do,Osan-si,37.149854,127.077461,10,23,9.09,3.6,314,1.25
20230,Gyeonggi-do,Yongin-si,37.240985,127.17805,10,103,12.77,4.1,1429,1.82
20240,Gyeonggi-do,Uiwang-si,37.344649,126.968299,10,14,12.99,5.0,189,1.09
20250,Gyeonggi-do,Uijeongbu-si,37.738058,127.033716,10,33,14.61,6.4,729,1.59
20260,Gyeonggi-do,Icheon-si,37.272169,127.434991,10,31,13.71,5.8,333,1.76
20270,Gyeonggi-do,Paju-si,37.759818,126.7799,10,57,13.52,5.3,573,1.34
20280,Gyeonggi-do,Pyeongtaek-si,36.992293,127.112709,10,58,12.13,5.6,765,1.39
20290,Gyeonggi-do,Pocheon-si,37.894881,127.200346,10,31,18.92,8.2,209,0.89
20300,Gyeonggi-do,Hanam-si,37.53926,127.214944,10,20,12.43,4.8,381,1.16
20310,Gyeonggi-do,Hwaseong-si,37.199536,126.83133,10,92,8.58,3.3,1001,1.72
20000,Gyeonggi-do,Gyeonggi-do,37.275119,127.009466,7,1277,12.63,5.2,20491,1.6
20010,Gyeonggi-do,Gapyeong-gun,37.831297,127.509555,7,13,25.09,12.0,114,0.88
20020,Gyeonggi-do,Goyang-si,37.658363,126.831961,7,84,12.82,5.2,1608,1.88
20030,Gyeonggi-do,Gwacheon-si,37.42915,126.987616,7,4,13.98,5.7,92,1.36
20040,Gyeonggi-do,Gwangmyeong-si,37.478541,126.864648,7,25,13.25,5.8,530,1.73
20050,Gyeonggi-do,Gwangju-si,37.429322,127.255153,7,27,12.65,4.0,406,1.09
20060,Gyeonggi-do,Guri-si,37.594267,127.129549,7,16,12.88,5.1,418,1.94
20070,Gyeonggi-do,Gunpo-si,37.361653,126.935206,7,26,12.42,5.4,429,1.58
20080,Gyeonggi-do,Gimpo-si,37.615238,126.715601,7,43,12.1,4.4,604,1.74
20090,Gyeonggi-do,Namyangju-si,37.635791,127.216552,7,64,13.44,5.0,912,1.38
20100,Gyeonggi-do,Dongducheon-si,37.903568,127.060347,7,11,19.56,9.7,140,1.03
20110,Gyeonggi-do,Bucheon-si,37.503393,126.766049,7,64,12.77,5.4,1432,1.51
20120,Gyeonggi-do,Seongnam-si,37.42,127.126703,7,72,13.52,5.6,2095,2.08
20130,Gyeonggi-do,Suwon-si,37.263376,127.028613,7,99,10.5,4.5,2082,1.72
20140,Gyeonggi-do,Siheung-si,37.38011,126.803009,7,46,8.86,3.8,622,1.55
20150,Gyeonggi-do,Ansan-si,37.321863,126.83092,7,54,10.35,4.6,1024,1.49
20160,Gyeonggi-do,Anseong-si,37.008008,127.279763,7,35,16.95,7.2,271,1.27
20170,Gyeonggi-do,Anyang-si,37.394258,126.956752,7,41,12.88,5.1,1099,1.86
20180,Gyeonggi-do,Yangju-si,37.785253,127.045823,7,33,15.23,6.3,252,1.16
20190,Gyeonggi-do,Yangpyeong-gun,37.491744,127.48757,7,22,24.66,11.1,178,0.78
20200,Gyeonggi-do,Yeoju-si,37.298209,127.637351,7,23,21.05,8.8,191,1.0
20210,Gyeonggi-do,Yeoncheon-gun,38.096409,127.075067,7,13,25.41,12.7,69,0.82
20220,Gyeonggi-do,Osan-si,37.149854,127.077461,7,23,9.09,3.6,314,1.25
20230,Gyeonggi-do,Yongin-si,37.240985,127.17805,7,103,12.77,4.1,1429,1.82
20240,Gyeonggi-do,Uiwang-si,37.344649,126.968299,7,14,12.99,5.0,189,1.09
20250,Gyeonggi-do,Uijeongbu-si,37.738058,127.033716,7,33,14.61,6.4,729,1.59
20260,Gyeonggi-do,Icheon-si,37.272169,127.434991,7,31,13.71,5.8,333,1.76
20270,Gyeonggi-do,Paju-si,37.759818,126.7799,7,57,13.52,5.3,573,1.34
20280,Gyeonggi-do,Pyeongtaek-si,36.992293,127.112709,7,58,12.13,5.6,765,1.39
20290,Gyeonggi-do,Pocheon-si,37.894881,127.200346,7,31,18.92,8.2,209,0.89
20300,Gyeonggi-do,Hanam-si,37.53926,127.214944,7,20,12.43,4.8,381,1.16
20310,Gyeonggi-do,Hwaseong-si,37.199536,126.83133,7,92,8.58,3.3,1001,1.72
20000,Gyeonggi-do,Gyeonggi-do,37.275119,127.009466,6,1277,12.63,5.2,20491,1.6
20010,Gyeonggi-do,Gapyeong-gun,37.831297,127.509555,6,13,25.09,12.0,114,0.88
20020,Gyeonggi-do,Goyang-si,37.658363,126.831961,6,84,12.82,5.2,1608,1.88
20030,Gyeonggi-do,Gwacheon-si,37.42915,126.987616,6,4,13.98,5.7,92,1.36
20040,Gyeonggi-do,Gwangmyeong-si,37.478541,126.864648,6,25,13.25,5.8,530,1.73
20050,Gyeonggi-do,Gwangju-si,37.429322,127.255153,6,27,12.65,4.0,406,1.09
20060,Gyeonggi-do,Guri-si,37.594267,127.129549,6,16,12.88,5.1,418,1.94
20070,Gyeonggi-do,Gunpo-si,37.361653,126.935206,6,26,12.42,5.4,429,1.58
20080,Gyeonggi-do,Gimpo-si,37.615238,126.715601,6,43,12.1,4.4,604,1.74
20090,Gyeonggi-do,Namyangju-si,37.635791,127.216552,6,64,13.44,5.0,912,1.38
20100,Gyeonggi-do,Dongducheon-si,37.903568,127.060347,6,11,19.56,9.7,140,1.03
20110,Gyeonggi-do,Bucheon-si,37.503393,126.766049,6,64,12.77,5.4,1432,1.51
20120,Gyeonggi-do,Seongnam-si,37.42,127.126703,6,72,13.52,5.6,2095,2.08
20130,Gyeonggi-do,Suwon-si,37.263376,127.028613,6,99,10.5,4.5,2082,1.72
20140,Gyeonggi-do,Siheung-si,37.38011,126.803009,6,46,8.86,3.8,622,1.55
20150,Gyeonggi-do,Ansan-si,37.321863,126.83092,6,54,10.35,4.6,1024,1.49
20160,Gyeonggi-do,Anseong-si,37.008008,127.279763,6,35,16.95,7.2,271,1.27
20170,Gyeonggi-do,Anyang-si,37.394258,126.956752,6,41,12.88,5.1,1099,1.86
20180,Gyeonggi-do,Yangju-si,37.785253,127.045823,6,33,15.23,6.3,252,1.16
20190,Gyeonggi-do,Yangpyeong-gun,37.491744,127.48757,6,22,24.66,11.1,178,0.78
20200,Gyeonggi-do,Yeoju-si,37.298209,127.637351,6,23,21.05,8.8,191,1.0
20210,Gyeonggi-do,Yeoncheon-gun,38.096409,127.075067,6,13,25.41,12.7,69,0.82
20220,Gyeonggi-do,Osan-si,37.149854,127.077461,6,23,9.09,3.6,314,1.25
20230,Gyeonggi-do,Yongin-si,37.240985,127.17805,6,103,12.77,4.1,1429,1.82
20240,Gyeonggi-do,Uiwang-si,37.344649,126.968299,6,14,12.99,5.0,189,1.09
20250,Gyeonggi-do,Uijeongbu-si,37.738058,127.033716,6,33,14.61,6.4,729,1.59
20260,Gyeonggi-do,Icheon-si,37.272169,127.434991,6,31,13.71,5.8,333,1.76
20270,Gyeonggi-do,Paju-si,37.759818,126.7799,6,57,13.52,5.3,573,1.34
20280,Gyeonggi-do,Pyeongtaek-si,36.992293,127.112709,6,58,12.13,5.6,765,1.39
20290,Gyeonggi-do,Pocheon-si,37.894881,127.200346,6,31,18.92,8.2,209,0.89
20300,Gyeonggi-do,Hanam-si,37.53926,127.214944,6,20,12.43,4.8,381,1.16
20310,Gyeonggi-do,Hwaseong-si,37.199536,126.83133,6,92,8.58,3.3,1001,1.72
20000,Gyeonggi-do,Gyeonggi-do,37.275119,127.009466,6,1277,12.63,5.2,20491,1.6
20010,Gyeonggi-do,Gapyeong-gun,37.831297,127.509555,6,13,25.09,12.0,114,0.88
20020,Gyeonggi-do,Goyang-si,37.658363,126.831961,6,84,12.82,5.2,1608,1.88
20030,Gyeonggi-do,Gwacheon-si,37.42915,126.987616,6,4,13.98,5.7,92,1.36
20040,Gyeonggi-do,Gwangmyeong-si,37.478541,126.864648,6,25,13.25,5.8,530,1.73
20050,Gyeonggi-do,Gwangju-si,37.429322,127.255153,6,27,12.65,4.0,406,1.09
20060,Gyeonggi-do,Guri-si,37.594267,127.129549,6,16,12.88,5.1,418,1.94
20070,Gyeonggi-do,Gunpo-si,37.361653,126.935206,6,26,12.42,5.4,429,1.58
20080,Gyeonggi-do,Gimpo-si,37.615238,126.715601,6,43,12.1,4.4,604,1.74
20090,Gyeonggi-do,Namyangju-si,37.635791,127.216552,6,64,13.44,5.0,912,1.38
20100,Gyeonggi-do,Dongducheon-si,37.903568,127.060347,6,11,19.56,9.7,140,1.03
20110,Gyeonggi-do,Bucheon-si,37.503393,126.766049,6,64,12.77,5.4,1432,1.51
20120,Gyeonggi-do,Seongnam-si,37.42,127.126703,6,72,13.52,5.6,2095,2.08
20130,Gyeonggi-do,Suwon-si,37.263376,127.028613,6,99,10.5,4.5,2082,1.72
20140,Gyeonggi-do,Siheung-si,37.38011,126.803009,6,46,8.86,3.8,622,1.55
20150,Gyeonggi-do,Ansan-si,37.321863,126.83092,6,54,10.35,4.6,1024,1.49
20160,Gyeonggi-do,Anseong-si,37.008008,127.279763,6,35,16.95,7.2,271,1.27
20170,Gyeonggi-do,Anyang-si,37.394258,126.956752,6,41,12.88,5.1,1099,1.86
20180,Gyeonggi-do,Yangju-si,37.785253,127.045823,6,33,15.23,6.3,252,1.16
20190,Gyeonggi-do,Yangpyeong-gun,37.491744,127.48757,6,22,24.66,11.1,178,0.78
20200,Gyeonggi-do,Yeoju-si,37.298209,127.637351,6,23,21.05,8.8,191,1.0
20210,Gyeonggi-do,Yeoncheon-gun,38.096409,127.075067,6,13,25.41,12.7,69,0.82
20220,Gyeonggi-do,Osan-si,37.149854,127.077461,6,23,9.09,3.6,314,1.25
20230,Gyeonggi-do,Yongin-si,37.240985,127.17805,6,103,12.77,4.1,1429,1.82
20240,Gyeonggi-do,Uiwang-si,37.344649,126.968299,6,14,12.99,5.0,189,1.09
20250,Gyeonggi-do,Uijeongbu-si,37.738058,127.033716,6,33,14.61,6.4,729,1.59
20260,Gyeonggi-do,Icheon-si,37.272169,127.434991,6,31,13.71,5.8,333,1.76
20270,Gyeonggi-do,Paju-si,37.759818,126.7799,6,57,13.52,5.3,573,1.34
20280,Gyeonggi-do,Pyeongtaek-si,36.992293,127.112709,6,58,12.13,5.6,765,1.39
20290,Gyeonggi-do,Pocheon-si,37.894881,127.200346,6,31,18.92,8.2,209,0.89
20300,Gyeonggi-do,Hanam-si,37.53926,127.214944,6,20,12.43,4.8,381,1.16
20310,Gyeonggi-do,Hwaseong-si,37.199536,126.83133,6,92,8.58,3.3,1001,1.72
20000,Gyeonggi-do,Gyeonggi-do,37.275119,127.009466,5,1277,12.63,5.2,20491,1.6
20010,Gyeonggi-do,Gapyeong-gun,37.831297,127.509555,5,13,25.09,12.0,114,0.88
20020,Gyeonggi-do,Goyang-si,37.658363,126.831961,5,84,12.82,5.2,1608,1.88
20030,Gyeonggi-do,Gwacheon-si,37.42915,126.987616,5,4,13.98,5.7,92,1.36
20040,Gyeonggi-do,Gwangmyeong-si,37.478541,126.864648,5,25,13.25,5.8,530,1.73
20050,Gyeonggi-do,Gwangju-si,37.429322,127.255153,5,27,12.65,4.0,406,1.09
20060,Gyeonggi-do,Guri-si,37.594267,127.129549,5,16,12.88,5.1,418,1.94
20070,Gyeonggi-do,Gunpo-si,37.361653,126.935206,5,26,12.42,5.4,429,1.58
20080,Gyeonggi-do,Gimpo-si,37.615238,126.715601,5,43,12.1,4.4,604,1.74
20090,Gyeonggi-do,Namyangju-si,37.635791,127.216552,5,64,13.44,5.0,912,1.38
20100,Gyeonggi-do,Dongducheon-si,37.903568,127.060347,5,11,19.56,9.7,140,1.03
20110,Gyeonggi-do,Bucheon-si,37.503393,126.766049,5,64,12.77,5.4,1432,1.51
20120,Gyeonggi-do,Seongnam-si,37.42,127.126703,5,72,13.52,5.6,2095,2.08
20130,Gyeonggi-do,Suwon-si,37.263376,127.028613,5,99,10.5,4.5,2082,1.72
20140,Gyeonggi-do,Siheung-si,37.38011,126.803009,5,46,8.86,3.8,622,1.55
20150,Gyeonggi-do,Ansan-si,37.321863,126.83092,5,54,10.35,4.6,1024,1.49
20160,Gyeonggi-do,Anseong-si,37.008008,127.279763,5,35,16.95,7.2,271,1.27
20170,Gyeonggi-do,Anyang-si,37.394258,126.956752,5,41,12.88,5.1,1099,1.86
20180,Gyeonggi-do,Yangju-si,37.785253,127.045823,5,33,15.23,6.3,252,1.16
20190,Gyeonggi-do,Yangpyeong-gun,37.491744,127.48757,5,22,24.66,11.1,178,0.78
20200,Gyeonggi-do,Yeoju-si,37.298209,127.637351,5,23,21.05,8.8,191,1.0
20210,Gyeonggi-do,Yeoncheon-gun,38.096409,127.075067,5,13,25.41,12.7,69,0.82
20220,Gyeonggi-do,Osan-si,37.149854,127.077461,5,23,9.09,3.6,314,1.25
20230,Gyeonggi-do,Yongin-si,37.240985,127.17805,5,103,12.77,4.1,1429,1.82
20240,Gyeonggi-do,Uiwang-si,37.344649,126.968299,5,14,12.99,5.0,189,1.09
20250,Gyeonggi-do,Uijeongbu-si,37.738058,127.033716,5,33,14.61,6.4,729,1.59
20260,Gyeonggi-do,Icheon-si,37.272169,127.434991,5,31,13.71,5.8,333,1.76
20270,Gyeonggi-do,Paju-si,37.759818,126.7799,5,57,13.52,5.3,573,1.34
20280,Gyeonggi-do,Pyeongtaek-si,36.992293,127.112709,5,58,12.13,5.6,765,1.39
20290,Gyeonggi-do,Pocheon-si,37.894881,127.200346,5,31,18.92,8.2,209,0.89
20300,Gyeonggi-do,Hanam-si,37.53926,127.214944,5,20,12.43,4.8,381,1.16
20310,Gyeonggi-do,Hwaseong-si,37.199536,126.83133,5,92,8.58,3.3,1001,1.72
20000,Gyeonggi-do,Gyeonggi-do,37.275119,127.009466,5,1277,12.63,5.2,20491,1.6
20010,Gyeonggi-do,Gapyeong-gun,37.831297,127.509555,5,13,25.09,12.0,114,0.88
20020,Gyeonggi-do,Goyang-si,37.658363,126.831961,5,84,12.82,5.2,1608,1.88
20030,Gyeonggi-do,Gwacheon-si,37.42915,126.987616,5,4,13.98,5.7,92,1.36
20040,Gyeonggi-do,Gwangmyeong-si,37.478541,126.864648,5,25,13.25,5.8,530,1.73
20050,Gyeonggi-do,Gwangju-si,37.429322,127.255153,5,27,12.65,4.0,406,1.09
20060,Gyeonggi-do,Guri-si,37.594267,127.129549,5,16,12.88,5.1,418,1.94
20070,Gyeonggi-do,Gunpo-si,37.361653,126.935206,5,26,12.42,5.4,429,1.58
20080,Gyeonggi-do,Gimpo-si,37.615238,126.715601,5,43,12.1,4.4,604,1.74
20090,Gyeonggi-do,Namyangju-si,37.635791,127.216552,5,64,13.44,5.0,912,1.38
20100,Gyeonggi-do,Dongducheon-si,37.903568,127.060347,5,11,19.56,9.7,140,1.03
20110,Gyeonggi-do,Bucheon-si,37.503393,126.766049,5,64,12.77,5.4,1432,1.51
20120,Gyeonggi-do,Seongnam-si,37.42,127.126703,5,72,13.52,5.6,2095,2.08
20130,Gyeonggi-do,Suwon-si,37.263376,127.028613,5,99,10.5,4.5,2082,1.72
20140,Gyeonggi-do,Siheung-si,37.38011,126.803009,5,46,8.86,3.8,622,1.55
20150,Gyeonggi-do,Ansan-si,37.321863,126.83092,5,54,10.35,4.6,1024,1.49
20160,Gyeonggi-do,Anseong-si,37.008008,127.279763,5,35,16.95,7.2,271,1.27
20170,Gyeonggi-do,Anyang-si,37.394258,126.956752,5,41,12.88,5.1,1099,1.86
20180,Gyeonggi-do,Yangju-si,37.785253,127.045823,5,33,15.23,6.3,252,1.16
20190,Gyeonggi-do,Yangpyeong-gun,37.491744,127.48757,5,22,24.66,11.1,178,0.78
20200,Gyeonggi-do,Yeoju-si,37.298209,127.637351,5,23,21.05,8.8,191,1.0
20210,Gyeonggi-do,Yeoncheon-gun,38.096409,127.075067,5,13,25.41,12.7,69,0.82
20220,Gyeonggi-do,Osan-si,37.149854,127.077461,5,23,9.09,3.6,314,1.25
20230,Gyeonggi-do,Yongin-si,37.240985,127.17805,5,103,12.77,4.1,1429,1.82
20240,Gyeonggi-do,Uiwang-si,37.344649,126.968299,5,14,12.99,5.0,189,1.09
20250,Gyeonggi-do,Uijeongbu-si,37.738058,127.033716,5,33,14.61,6.4,729,1.59
20260,Gyeonggi-do,Icheon-si,37.272169,127.434991,5,31,13.71,5.8,333,1.76
20270,Gyeonggi-do,Paju-si,37.759818,126.7799,5,57,13.52,5.3,573,1.34
20280,Gyeonggi-do,Pyeongtaek-si,36.992293,127.112709,5,58,12.13,5.6,765,1.39
20290,Gyeonggi-do,Pocheon-si,37.894881,127.200346,5,31,18.92,8.2,209,0.89
20300,Gyeonggi-do,Hanam-si,37.53926,127.214944,5,20,12.43,4.8,381,1.16
20310,Gyeonggi-do,Hwaseong-si,37.199536,126.83133,5,92,8.58,3.3,1001,1.72
20000,Gyeonggi-do,Gyeonggi-do,37.275119,127.009466,305,1277,12.63,5.2,20491,1.6
20010,Gyeonggi-do,Gapyeong-gun,37.831297,127.509555,305,13,25.09,12.0,114,0.88
20020,Gyeonggi-do,Goyang-si,37.658363,126.831961,305,84,12.82,5.2,1608,1.88
20030,Gyeonggi-do,Gwacheon-si,37.42915,126.987616,305,4,13.98,5.7,92,1.36
20040,Gyeonggi-do,Gwangmyeong-si,37.478541,126.864648,305,25,13.25,5.8,530,1.73
20050,Gyeonggi-do,Gwangju-si,37.429322,127.255153,305,27,12.65,4.0,406,1.09
20060,Gyeonggi-do,Guri-si,37.594267,127.129549,305,16,12.88,5.1,418,1.94
20070,Gyeonggi-do,Gunpo-si,37.361653,126.935206,305,26,12.42,5.4,429,1.58
20080,Gyeonggi-do,Gimpo-si,37.615238,126.715601,305,43,12.1,4.4,604,1.74
20090,Gyeonggi-do,Namyangju-si,37.635791,127.216552,305,64,13.44,5.0,912,1.38
20100,Gyeonggi-do,Dongducheon-si,37.903568,127.060347,305,11,19.56,9.7,140,1.03
20110,Gyeonggi-do,Bucheon-si,37.503393,126.766049,305,64,12.77,5.4,1432,1.51
20120,Gyeonggi-do,Seongnam-si,37.42,127.126703,305,72,13.52,5.6,2095,2.08
20130,Gyeonggi-do,Suwon-si,37.263376,127.028613,305,99,10.5,4.5,2082,1.72
20140,Gyeonggi-do,Siheung-si,37.38011,126.803009,305,46,8.86,3.8,622,1.55
20150,Gyeonggi-do,Ansan-si,37.321863,126.83092,305,54,10.35,4.6,1024,1.49
20160,Gyeonggi-do,Anseong-si,37.008008,127.279763,305,35,16.95,7.2,271,1.27
20170,Gyeonggi-do,Anyang-si,37.394258,126.956752,305,41,12.88,5.1,1099,1.86
20180,Gyeonggi-do,Yangju-si,37.785253,127.045823,305,33,15.23,6.3,252,1.16
20190,Gyeonggi-do,Yangpyeong-gun,37.491744,127.48757,305,22,24.66,11.1,178,0.78
20200,Gyeonggi-do,Yeoju-si,37.298209,127.637351,305,23,21.05,8.8,191,1.0
20210,Gyeonggi-do,Yeoncheon-gun,38.096409,127.075067,305,13,25.41,12.7,69,0.82
20220,Gyeonggi-do,Osan-si,37.149854,127.077461,305,23,9.09,3.6,314,1.25
20230,Gyeonggi-do,Yongin-si,37.240985,127.17805,305,103,12.77,4.1,1429,1.82
20240,Gyeonggi-do,Uiwang-si,37.344649,126.968299,305,14,12.99,5.0,189,1.09
20250,Gyeonggi-do,Uijeongbu-si,37.738058,127.033716,305,33,14.61,6.4,729,1.59
20260,Gyeonggi-do,Icheon-si,37.272169,127.434991,305,31,13.71,5.8,333,1.76
20270,Gyeonggi-do,Paju-si,37.759818,126.7799,305,57,13.52,5.3,573,1.34
20280,Gyeonggi-do,Pyeongtaek-si,36.992293,127.112709,305,58,12.13,5.6,765,1.39
20290,Gyeonggi-do,Pocheon-si,37.894881,127.200346,305,31,18.92,8.2,209,0.89
20300,Gyeonggi-do,Hanam-si,37.53926,127.214944,305,20,12.43,4.8,381,1.16
20310,Gyeonggi-do,Hwaseong-si,37.199536,126.83133,305,92,8.58,3.3,1001,1.72
20000,Gyeonggi-do,Gyeonggi-do,37.275119,127.009466,63,1277,12.63,5.2,20491,1.6
20010,Gyeonggi-do,Gapyeong-gun,37.831297,127.509555,63,13,25.09,12.0,114,0.88
20020,Gyeonggi-do,Goyang-si,37.658363,126.831961,63,84,12.82,5.2,1608,1.88
20030,Gyeonggi-do,Gwacheon-si,37.42915,126.987616,63,4,13.98,5.7,92,1.36
20040,Gyeonggi-do,Gwangmyeong-si,37.478541,126.864648,63,25,13.25,5.8,530,1.73
20050,Gyeonggi-do,Gwangju-si,37.429322,127.255153,63,27,12.65,4.0,406,1.09
20060,Gyeonggi-do,Guri-si,37.594267,127.129549,63,16,12.88,5.1,418,1.94
20070,Gyeonggi-do,Gunpo-si,37.361653,126.935206,63,26,12.42,5.4,429,1.58
20080,Gyeonggi-do,Gimpo-si,37.615238,126.715601,63,43,12.1,4.4,604,1.74
20090,Gyeonggi-do,Namyangju-si,37.635791,127.216552,63,64,13.44,5.0,912,1.38
20100,Gyeonggi-do,Dongducheon-si,37.903568,127.060347,63,11,19.56,9.7,140,1.03
20110,Gyeonggi-do,Bucheon-si,37.503393,126.766049,63,64,12.77,5.4,1432,1.51
20120,Gyeonggi-do,Seongnam-si,37.42,127.126703,63,72,13.52,5.6,2095,2.08
20130,Gyeonggi-do,Suwon-si,37.263376,127.028613,63,99,10.5,4.5,2082,1.72
